									
	Numero	Nom	Code	APICodeEntier	CaractHex	Ajouter sous Excel	Caracteristique	APICode	CodeBase
	2851	TUPI-GUARANI	1119	894	0077	w	vd labvel approxi		20
	2852	TUPI-GUARANI	1119	570	006A	j	vd palatal approxi		20
	2853	TUPI-GUARANI	1119	534	0069	i	high front unrnd perif vowel		20
	2854	TUPI-GUARANI	1119	420	0065	e	himid front unrnd perif vowel		20
	2855	TUPI-GUARANI	1119	875	016A	Ū	high back unrnd vowel		20
	2856	TUPI-GUARANI	1119	316	0041	A	low back unrnd perif vowel		20
	2857	TUPI-GUARANI	1119	855	0075	u	high back rounded perif vowel		20
	2858	TUPI-GUARANI	1119	693	006F	o	himid back rounded perif vowel		20
	2859	TUPI-GUARANI	1119	566	00692020	i†	naszd high front unrnd perif vowel		20
	2860	TUPI-GUARANI	1119	432	00652020	e†	naszd himid front unrnd perif vowel		20
	2861	TUPI-GUARANI	1119	885	016A2020	Ū†	naszd high back unrnd vowel		20
	2862	TUPI-GUARANI	1119	324	00412020	A†	naszd low back unrnd perif vowel		20
	2863	TUPI-GUARANI	1119	886	00752020	u†	naszd high back rounded perif vowel		20
	2864	TUPI-GUARANI	1119	721	006F2020	o†	naszd himid back rounded perif vowel		20
	2865	GREEK	2000	723	0070	p	vl bilabial stp	p	10
	2866	GREEK	2000	350	0062	b	vd bilabial stp	b	10
	2867	GREEK	2000	575	006B	k	vl velar stp	k	10
	2868	GREEK	2000	439	0067	g	vd velar stp	g	10
	2869	GREEK	2000	849	007400732015	ts―	vl alveolar sib affricate	ts	10
	2870	GREEK	2000	416	0064005A2015	dZ―	vd alveolar sib affricate	dz	10
	2871	GREEK	2000	434	0066	f	vl labdent fricative	f	10
	2872	GREEK	2000	888	0076	v	vd labdent fricative	v	10
	2873	GREEK	2000	153	01FE00B7	Ǿ·	vl dental fricative	0D	10
	2874	GREEK	2000	168	010F00B7	ď·	vd dental fricative	6D	10
	2875	GREEK	2000	786	0073	s	vl alveolar sib fricative	s	10
	2876	GREEK	2000	909	005A	Z	vd alveolar sib fricative	z	10
	2877	GREEK	2000	898	0078	x	vl velar fricative	x	10
	2878	GREEK	2000	458	0120	Ġ	vd velar fricative	gF	10
	2879	GREEK	2000	623	006D	m	vd bilabial nasal	m	10
	2880	GREEK	2000	534	0069	i	high front unrnd perif vowel	i	10
	2881	GREEK	2000	196	00E8	è	lomid front unrnd perif vowel	E!	10
	2882	GREEK	2000	855	0075	u	high back rounded perif vowel	u	10
	2883	GREEK	2000	239	004F	O	lomid back rounded perif vowel	O!	10
	2884	GREEK	2000	316	0041	A	low back unrnd perif vowel	a_	10
	2885	GREEK	2000	570	006A	j	vd palatal approxi	j	10
	2886	GREEK	2000	814	007400B7	t·	vl dental stp	tD	10
	2887	GREEK	2000	386	006400B7	d·	vd dental stp	dD	10
	2888	GREEK	2000	650	006E00B7	n·	vd dental nasal	nD!	10
	2889	GREEK	2000	608	006C00B7	l·	vd dental laterapprox	lD	10
	2890	GREEK	2000	776	0156	Ŗ	vd alveolar flap	r[	10
	2891	IRISH	2001	731	0070011D01750125	pĝŵĥ	labzd velzd vl aspirate bilabial stp	pW-h	10
	2892	IRISH	2001	729	007001350125	pĵĥ	palzd vl aspirate bilabial stp	pJh	10
	2893	IRISH	2001	356	00620135	bĵ	palzd vd bilabial stp	bJ	10
	2894	IRISH	2001	822	007400B70125	t·ĥ	vl aspirate dental stp	tDh	10
	2895	IRISH	2001	386	006400B7	d·	vd dental stp	dD	10
	2896	IRISH	2001	582	006B01350125	kĵĥ	palzd vl aspirate velar stp	kJh	10
	2897	IRISH	2001	462	00670135	gĵ	palzd vd velar stp	gJ	10
	2898	IRISH	2001	588	006B0125	kĥ	vl aspirate velar stp	kh	10
	2899	IRISH	2001	439	0067	g	vd velar stp	g	10
	2900	IRISH	2001	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	2901	IRISH	2001	396	0064007A2015	dz―	vd postalveol sib affricate	dZ!	10
	2902	IRISH	2001	257	0046011D0175	Fĝŵ	labzd velzd vl bilabial fricative	PW-	10
	2903	IRISH	2001	254	00460135	Fĵ	palzd vl bilabial fricative	P!J	10
	2904	IRISH	2001	187	03B20135	βĵ	palzd vd bilabial fricative	B!J	10
	2905	IRISH	2001	266	222B	∫	vl postalveol sib fricative	S!	10
	2906	IRISH	2001	192	00E7	ç	vl palatal fricative	C!	10
	2907	IRISH	2001	898	0078	x	vl velar fricative	x	10
	2908	IRISH	2001	458	0120	Ġ	vd velar fricative	gF	10
	2909	IRISH	2001	629	006D011D0175	mĝŵ	labzd velzd vd bilabial nasal	mW-	10
	2910	IRISH	2001	627	006D0135	mĵ	palzd vd bilabial nasal	mJ	10
	2911	IRISH	2001	650	006E00B7	n·	vd dental nasal	nD!	10
	2912	IRISH	2001	225	014B0135	ŋĵ	palzd vd velar nasal	N!J	10
	2913	IRISH	2001	224	014B	ŋ	vd velar nasal	N!1	10
	2914	IRISH	2001	602	006C011D	lĝ	velzd vd alveolar laterapprox	l-	10
	2915	IRISH	2001	491	006C00B0011D	l°ĝ	velzd vl alveolar laterapprox	hl-	10
	2916	IRISH	2001	616	006C0135	lĵ	palzd vd alveolar laterapprox	lJ!	10
	2917	IRISH	2001	500	006C00B00135	l°ĵ	palzd vl alveolar laterapprox	hlJ	10
	2918	IRISH	2001	527	015600B0011D	Ŗ°ĝ	velzd vl alveolar flap	hr[-	10
	2919	IRISH	2001	780	01560135	Ŗĵ	palzd vd alveolar flap	r[J	10
	2920	IRISH	2001	528	015600B00135	Ŗ°ĵ	palzd vl alveolar flap	hr[J	10
	2921	IRISH	2001	474	0068	h	vl glottal fricative	h	10
	2922	IRISH	2001	215	0049	I	lordhig front unrnd perif vowel	I!	10
	2923	IRISH	2001	420	0065	e	himid front unrnd perif vowel	e	10
	2924	IRISH	2001	301	0061	a	low central unrnd perif vowel	a	10
	2925	IRISH	2001	273	03A9	Ω	lordhig back rounded perif vowel	U!	10
	2926	IRISH	2001	693	006F	o	himid back rounded perif vowel	o	10
	2927	IRISH	2001	221	00492020	I†	naszd lordhig front unrnd perif vowel	I!~	10
	2928	IRISH	2001	432	00652020	e†	naszd himid front unrnd perif vowel	e~	10
	2929	IRISH	2001	347	00612020	a†	naszd low central unrnd perif vowel	a~	10
	2930	IRISH	2001	280	03A92020	Ω†	naszd lordhig back rounded perif vowel	U!~	10
	2931	IRISH	2001	721	006F2020	o†	naszd himid back rounded perif vowel	o~	10
	2932	IRISH	2001	539	006925BA	i►	long high front unrnd perif vowel	i:	10
	2933	IRISH	2001	422	006525BA	e►	long himid front unrnd perif vowel	e:	10
	2934	IRISH	2001	862	007525BA	u►	long high back rounded perif vowel	u:	10
	2935	IRISH	2001	706	006F25BA	o►	long himid back rounded perif vowel	o:	10
	2936	IRISH	2001	322	004125BA	A►	long low back unrnd perif vowel	a_:	10
	2937	IRISH	2001	568	00692020011D	i†ĝ	naszd high front unrnd perif vowel velzd	i~:	10
	2938	IRISH	2001	433	0065202025BA	e†►	long naszd himid front unrnd perif vowel	e~:	10
	2939	IRISH	2001	887	0075202025BA	u†►	long naszd high back rounded perif vowel	u~:	10
	2940	IRISH	2001	722	006F202025BA	o†►	long naszd himid back rounded perif vowel	o~:	10
	2941	IRISH	2001	325	0041202025BA	A†►	long naszd low back unrnd perif vowel	a_~:	10
	2942	IRISH	2001	570	006A	j	vd palatal approxi	j	10
	2943	IRISH	2001	894	0077	w	vd labvel approxi	w	10
	2944	IRISH	2001	360	0062011D0175	bĝŵ	labzd velzd vd bilabial stp	bW-	10
	2945	IRISH	2001	609	006C00B7011D	l·ĝ	velzd vd dental laterapprox	lD-	10
	2946	IRISH	2001	181	22020069	∂i	md central unrnd thfu diph	@i	10
	2947	IRISH	2001	182	22020075	∂u	md central unrnd thbr diph	@u	10
	2948	IRISH	2001	540	00692202	i∂	high front unrnd tmcu diph	i@	10
	2949	IRISH	2001	863	00752202	u∂	high back rounded tmcu diph	u@	10
	2950	IRISH	2001	844	00740125	tĥ	vl aspirate alveolar stp	th	10
	2951	IRISH	2001	374	0064	d	vd alveolar stp	d	10
	2952	IRISH	2001	786	0073	s	vl alveolar sib fricative	s	10
	2953	IRISH	2001	654	006E0135	nĵ	palzd vd alveolar nasal	nJ!	10
	2954	IRISH	2001	643	006E011D	nĝ	velzd vd alveolar nasal	n-	10
	2955	IRISH	2001	519	014B00B00135	ŋ°ĵ	palzd vl alveolar nasal	hnJ!	10
	2956	IRISH	2001	510	006E00B0011D	n°ĝ	velzd vl alveolar nasal	hn-	10
	2957	IRISH	2001	657	006E02C9	nˉ	vd postalveol nasal	n_	10
	2958	IRISH	2001	778	0156011D	Ŗĝ	velzd vd alveolar flap	r[-	10
	2959	IRISH	2001	619	006C02C9	lˉ	vd postalveol laterapprox	l_	10
	2960	BRETON	2002	350	0062	b	vd bilabial stp	b	10
	2961	BRETON	2002	439	0067	g	vd velar stp	g	10
	2962	BRETON	2002	434	0066	f	vl labdent fricative	f	10
	2963	BRETON	2002	888	0076	v	vd labdent fricative	v	10
	2964	BRETON	2002	266	222B	∫	vl postalveol sib fricative	S!	10
	2965	BRETON	2002	293	007A	z	vd postalveol sib fricative	Z!	10
	2966	BRETON	2002	898	0078	x	vl velar fricative	x	10
	2967	BRETON	2002	623	006D	m	vd bilabial nasal	m	10
	2968	BRETON	2002	673	0145	Ņ	vd palatal nasal	nj	10
	2969	BRETON	2002	600	006C	l	vd alveolar laterapprox	l	10
	2970	BRETON	2002	534	0069	i	high front unrnd perif vowel	i	10
	2971	BRETON	2002	905	0079	y	high front rounded vowel	y	10
	2972	BRETON	2002	570	006A	j	vd palatal approxi	j	10
	2973	BRETON	2002	894	0077	w	vd labvel approxi	w	10
	2974	BRETON	2002	723	0070	p	vl bilabial stp	p	10
	2975	BRETON	2002	814	007400B7	t·	vl dental stp	tD	10
	2976	BRETON	2002	575	006B	k	vl velar stp	k	10
	2977	BRETON	2002	364	0063	c	vl palatal stp	c	10
	2978	BRETON	2002	386	006400B7	d·	vd dental stp	dD	10
	2979	BRETON	2002	406	004A	J	vd palatal stp	dj	10
	2980	BRETON	2002	458	0120	Ġ	vd velar fricative	gF	10
	2981	BRETON	2002	786	0073	s	vl alveolar sib fricative	s	10
	2982	BRETON	2002	909	005A	Z	vd alveolar sib fricative	z	10
	2983	BRETON	2002	650	006E00B7	n·	vd dental nasal	nD!	10
	2984	BRETON	2002	224	014B	ŋ	vd velar nasal	N!1	10
	2985	BRETON	2002	474	0068	h	vl glottal fricative	h	10
	2986	BRETON	2002	621	03BB	λ	vd palatal laterapprox	lj	10
	2987	BRETON	2002	855	0075	u	high back rounded perif vowel	u	10
	2988	BRETON	2002	316	0041	A	low back unrnd perif vowel	a_	10
	2989	BRETON	2002	196	00E8	è	lomid front unrnd perif vowel	E!	10
	2990	BRETON	2002	420	0065	e	himid front unrnd perif vowel	e	10
	2991	BRETON	2002	701	01FF	ǿ	himid front rounded vowel	o/	10
	2992	BRETON	2002	239	004F	O	lomid back rounded perif vowel	O!	10
	2993	BRETON	2002	693	006F	o	himid back rounded perif vowel	o	10
	2994	BRETON	2002	432	00652020	e†	naszd himid front unrnd perif vowel	e~	10
	2995	BRETON	2002	202	00E82020	è†	naszd lomid front unrnd perif vowel	E!~	10
	2996	BRETON	2002	324	00412020	A†	naszd low back unrnd perif vowel	a_~	10
	2997	BRETON	2002	247	004F2020	O†	naszd lomid back rounded perif vowel	O!~	10
	2998	BRETON	2002	314	006100E8	aè	low central unrnd tlmfu diph	aE!	10
	2999	BRETON	2002	343	00610075	au	low central unrnd thbr diph	au	10
	3000	BRETON	2002	340	0061006F	ao	low central unrnd thmbro diph	ao	10
	3001	BRETON	2002	200	00E80069	èi	lomid front unrnd thfu diph	E!i	10
	3002	BRETON	2002	201	00E8006F	èo	lomid front unrnd thmbro diph	E!o	10
	3003	BRETON	2002	323	00412020004F2020	A†O†	naszd low back unrnd ltmbr diph	a_O~	10
	3004	BRETON	2002	206	00E82020004F2020	è†O†	naszd lomid front unrnd ltmbr diph	EO~	10
	3005	GERMAN	2004	723	0070	p	vl bilabial stp	p	10
	3006	GERMAN	2004	350	0062	b	vd bilabial stp	b	10
	3007	GERMAN	2004	575	006B	k	vl velar stp	k	10
	3008	GERMAN	2004	439	0067	g	vd velar stp	g	10
	3009	GERMAN	2004	732	042400662015	Фf―	vl labdent affricate	pf	10
	3010	GERMAN	2004	434	0066	f	vl labdent fricative	f	10
	3011	GERMAN	2004	888	0076	v	vd labdent fricative	v	10
	3012	GERMAN	2004	786	0073	s	vl alveolar sib fricative	s	10
	3013	GERMAN	2004	909	005A	Z	vd alveolar sib fricative	z	10
	3014	GERMAN	2004	266	222B	∫	vl postalveol sib fricative	S!	10
	3015	GERMAN	2004	293	007A	z	vd postalveol sib fricative	Z!	10
	3016	GERMAN	2004	898	0078	x	vl velar fricative	x	10
	3017	GERMAN	2004	623	006D	m	vd bilabial nasal	m	10
	3018	GERMAN	2004	224	014B	ŋ	vd velar nasal	N!1	10
	3019	GERMAN	2004	600	006C	l	vd alveolar laterapprox	l	10
	3020	GERMAN	2004	258	0052	R	vd uvular trill	R!	10
	3021	GERMAN	2004	474	0068	h	vl glottal fricative	h	10
	3022	GERMAN	2004	539	006925BA	i►	long high front unrnd perif vowel	i:	10
	3023	GERMAN	2004	906	007925BA	y►	long high front rounded vowel	y:	10
	3024	GERMAN	2004	422	006525BA	e►	long himid front unrnd perif vowel	e:	10
	3025	GERMAN	2004	702	01FF25BA	ǿ►	long himid front rounded vowel	o/:	10
	3026	GERMAN	2004	198	00E825BA	è►	long lomid front unrnd perif vowel	E!:	10
	3027	GERMAN	2004	313	006125BA	a►	long low central unrnd perif vowel	a:	10
	3028	GERMAN	2004	862	007525BA	u►	long high back rounded perif vowel	u:	10
	3029	GERMAN	2004	706	006F25BA	o►	long himid back rounded perif vowel	o:	10
	3030	GERMAN	2004	215	0049	I	lordhig front unrnd perif vowel	I!	10
	3031	GERMAN	2004	292	0059	Y	lordhig front rounded vowel	Y!	10
	3032	GERMAN	2004	196	00E8	è	lomid front unrnd perif vowel	E!	10
	3033	GERMAN	2004	12	2202	∂	md central unrnd vowel	@	10
	3034	GERMAN	2004	160	00E1	á	raidlo central unrnd vowel	4	10
	3035	GERMAN	2004	273	03A9	Ω	lordhig back rounded perif vowel	U!	10
	3036	GERMAN	2004	239	004F	O	lomid back rounded perif vowel	O!	10
	3037	GERMAN	2004	570	006A	j	vd palatal approxi	j	10
	3038	GERMAN	2004	204	0153	œ	lomid front rounded vowel	E)	10
	3039	GERMAN	2004	336	00610069	ai	low central unrnd thfu diph	ai	10
	3040	GERMAN	2004	244	004F0069	Oi	lomid back rounded thfu diph	O!i	10
	3041	GERMAN	2004	343	00610075	au	low central unrnd thbr diph	au	10
	3042	GERMAN	2004	374	0064	d	vd alveolar stp	d	10
	3043	GERMAN	2004	849	007400732015	ts―	vl alveolar sib affricate	ts	10
	3044	GERMAN	2004	637	006E	n	vd alveolar nasal	n	10
	3045	GERMAN	2004	799	0074	t	vl alveolar stp	t	10
	3046	NORWEGIAN	2006	735	00700125	pĥ	vl aspirate bilabial stp	ph	10
	3047	NORWEGIAN	2006	350	0062	b	vd bilabial stp	b	10
	3048	NORWEGIAN	2006	822	007400B70125	t·ĥ	vl aspirate dental stp	tDh	10
	3049	NORWEGIAN	2006	386	006400B7	d·	vd dental stp	dD	10
	3050	NORWEGIAN	2006	588	006B0125	kĥ	vl aspirate velar stp	kh	10
	3051	NORWEGIAN	2006	439	0067	g	vd velar stp	g	10
	3052	NORWEGIAN	2006	889	0173	ų	vd labdent approxi	vA	10
	3053	NORWEGIAN	2006	434	0066	f	vl labdent fricative	f	10
	3054	NORWEGIAN	2006	266	222B	∫	vl postalveol sib fricative	S!	10
	3055	NORWEGIAN	2006	192	00E7	ç	vl palatal fricative	C!	10
	3056	NORWEGIAN	2006	623	006D	m	vd bilabial nasal	m	10
	3057	NORWEGIAN	2006	650	006E00B7	n·	vd dental nasal	nD!	10
	3058	NORWEGIAN	2006	224	014B	ŋ	vd velar nasal	N!1	10
	3059	NORWEGIAN	2006	600	006C	l	vd alveolar laterapprox	l	10
	3060	NORWEGIAN	2006	474	0068	h	vl glottal fricative	h	10
	3061	NORWEGIAN	2006	215	0049	I	lordhig front unrnd perif vowel	I!	10
	3062	NORWEGIAN	2006	292	0059	Y	lordhig front rounded vowel	Y!	10
	3063	NORWEGIAN	2006	420	0065	e	himid front unrnd perif vowel	e	10
	3064	NORWEGIAN	2006	326	00E6	æ	raidlo front unrnd perif vowel	aa	10
	3065	NORWEGIAN	2006	857	0055	U	high central rounded vowel	u+	10
	3066	NORWEGIAN	2006	162	00E200BB	â»	raidlo back rounded perif vowel	4)_	10
	3067	NORWEGIAN	2006	539	006925BA	i►	long high front unrnd perif vowel	i:	10
	3068	NORWEGIAN	2006	906	007925BA	y►	long high front rounded vowel	y:	10
	3069	NORWEGIAN	2006	422	006525BA	e►	long himid front unrnd perif vowel	e:	10
	3070	NORWEGIAN	2006	328	00E625BA	æ►	long raidlo front unrnd perif vowel	aa:	10
	3071	NORWEGIAN	2006	858	005525BA	U►	long high central rounded vowel	u+:	10
	3072	NORWEGIAN	2006	706	006F25BA	o►	long himid back rounded perif vowel	o:	10
	3073	NORWEGIAN	2006	570	006A	j	vd palatal approxi	j	10
	3074	NORWEGIAN	2006	12	2202	∂	md central unrnd vowel	@	10
	3075	NORWEGIAN	2006	322	004125BA	A►	long low back unrnd perif vowel	a_:	10
	3076	NORWEGIAN	2006	862	007525BA	u►	long high back rounded perif vowel	u:	10
	3077	NORWEGIAN	2006	204	0153	œ	lomid front rounded vowel	E)	10
	3078	NORWEGIAN	2006	786	0073	s	vl alveolar sib fricative	s	10
	3079	NORWEGIAN	2006	805	00540125	Tĥ	vl aspirate retro stp	t.h	10
	3080	NORWEGIAN	2006	378	0044	D	vd retro stp	d.	10
	3081	NORWEGIAN	2006	644	0144	ń	vd retro nasal	n.	10
	3082	NORWEGIAN	2006	603	013B	Ļ	vd retro laterapprox	l.	10
	3083	NORWEGIAN	2006	776	0156	Ŗ	vd alveolar flap	r[	10
	3084	NORWEGIAN	2006	702	01FF25BA	ǿ►	long himid front rounded vowel	o/:	10
	3085	NORWEGIAN	2006	301	0061	a	low central unrnd perif vowel	a	10
	3086	NORWEGIAN	2006	273	03A9	Ω	lordhig back rounded perif vowel	U!	10
	3087	NORWEGIAN	2006	329	00E60069	æi	raidlo front unrnd thfu diph	aai	10
	3088	NORWEGIAN	2006	330	00E60055	æU	raidlo front unrnd thcr diph	aau+	10
	3089	NORWEGIAN	2006	336	00610069	ai	low central unrnd thfu diph	ai	10
	3090	NORWEGIAN	2006	251	004F0079	Oy	lomid back rounded thfr diph	Oy	10
	3091	NORWEGIAN	2006	705	01FF0079	ǿy	himid front rounded thfr diph	o/y	10
	3092	LITHUANIAN	2007	723	0070	p	vl bilabial stp	p	10
	3093	LITHUANIAN	2007	350	0062	b	vd bilabial stp	b	10
	3094	LITHUANIAN	2007	799	0074	t	vl alveolar stp	t	10
	3095	LITHUANIAN	2007	374	0064	d	vd alveolar stp	d	10
	3096	LITHUANIAN	2007	575	006B	k	vl velar stp	k	10
	3097	LITHUANIAN	2007	439	0067	g	vd velar stp	g	10
	3098	LITHUANIAN	2007	849	007400732015	ts―	vl alveolar sib affricate	ts	10
	3099	LITHUANIAN	2007	416	0064005A2015	dZ―	vd alveolar sib affricate	dz	10
	3100	LITHUANIAN	2007	888	0076	v	vd labdent fricative	v	10
	3101	LITHUANIAN	2007	266	222B	∫	vl postalveol sib fricative	S!	10
	3102	LITHUANIAN	2007	293	007A	z	vd postalveol sib fricative	Z!	10
	3103	LITHUANIAN	2007	898	0078	x	vl velar fricative	x	10
	3104	LITHUANIAN	2007	623	006D	m	vd bilabial nasal	m	10
	3105	LITHUANIAN	2007	763	0072	r	vd alveolar trill	r	10
	3106	LITHUANIAN	2007	728	00700135	pĵ	palzd vl bilabial stp	pJ	10
	3107	LITHUANIAN	2007	356	00620135	bĵ	palzd vd bilabial stp	bJ	10
	3108	LITHUANIAN	2007	828	00740135	tĵ	palzd vl alveolar stp	tJ	10
	3109	LITHUANIAN	2007	395	00640135	dĵ	palzd vd alveolar stp	dJ	10
	3110	LITHUANIAN	2007	580	006B0135	kĵ	palzd vl velar stp	kJ	10
	3111	LITHUANIAN	2007	462	00670135	gĵ	palzd vd velar stp	gJ	10
	3112	LITHUANIAN	2007	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	3113	LITHUANIAN	2007	396	0064007A2015	dz―	vd postalveol sib affricate	dZ!	10
	3114	LITHUANIAN	2007	890	00760135	vĵ	palzd vd labdent fricative	vJ	10
	3115	LITHUANIAN	2007	269	222B0135	∫ĵ	palzd vl postalveol sib fricative	S!J	10
	3116	LITHUANIAN	2007	295	007A0135	zĵ	palzd vd postalveol sib fricative	ZJ	10
	3117	LITHUANIAN	2007	627	006D0135	mĵ	palzd vd bilabial nasal	mJ	10
	3118	LITHUANIAN	2007	616	006C0135	lĵ	palzd vd alveolar laterapprox	lJ!	10
	3119	LITHUANIAN	2007	774	00720135	rĵ	palzd vd alveolar trill	rJ!	10
	3120	LITHUANIAN	2007	539	006925BA	i►	long high front unrnd perif vowel	i:	10
	3121	LITHUANIAN	2007	422	006525BA	e►	long himid front unrnd perif vowel	e:	10
	3122	LITHUANIAN	2007	328	00E625BA	æ►	long raidlo front unrnd perif vowel	aa:	10
	3123	LITHUANIAN	2007	862	007525BA	u►	long high back rounded perif vowel	u:	10
	3124	LITHUANIAN	2007	706	006F25BA	o►	long himid back rounded perif vowel	o:	10
	3125	LITHUANIAN	2007	215	0049	I	lordhig front unrnd perif vowel	I!	10
	3126	LITHUANIAN	2007	273	03A9	Ω	lordhig back rounded perif vowel	U!	10
	3127	LITHUANIAN	2007	301	0061	a	low central unrnd perif vowel	a	10
	3128	LITHUANIAN	2007	570	006A	j	vd palatal approxi	j	10
	3129	LITHUANIAN	2007	134	0074007320150135	ts―ĵ	palzd vl alveolar sib affricate	tsJ	10
	3130	LITHUANIAN	2007	786	0073	s	vl alveolar sib fricative	s	10
	3131	LITHUANIAN	2007	798	00730135	sĵ	palzd vl alveolar sib fricative	sJ	10
	3132	LITHUANIAN	2007	909	005A	Z	vd alveolar sib fricative	z	10
	3133	LITHUANIAN	2007	637	006E	n	vd alveolar nasal	n	10
	3134	LITHUANIAN	2007	654	006E0135	nĵ	palzd vd alveolar nasal	nJ!	10
	3135	LITHUANIAN	2007	600	006C	l	vd alveolar laterapprox	l	10
	3136	LITHUANIAN	2007	322	004125BA	A►	long low back unrnd perif vowel	a_:	10
	3137	LITHUANIAN	2007	343	00610075	au	low central unrnd thbr diph	au	10
	3138	LITHUANIAN	2007	560	00690065	ie	high front unrnd thmfu diph	ie	10
	3139	LITHUANIAN	2007	329	00E60069	æi	raidlo front unrnd thfu diph	aai	10
	3140	LITHUANIAN	2007	336	00610069	ai	low central unrnd thfu diph	ai	10
	3141	LITHUANIAN	2007	871	00750069	ui	high back rounded thfu diph	ui	10
	3142	LITHUANIAN	2007	874	0075006F	uo	high back rounded thmbro diph	uo	10
	3143	LITHUANIAN	2007	326	00E6	æ	raidlo front unrnd perif vowel	aa	10
	3144	RUSSIAN	2008	723	0070	p	vl bilabial stp	p	10
	3145	RUSSIAN	2008	350	0062	b	vd bilabial stp	b	10
	3146	RUSSIAN	2008	814	007400B7	t·	vl dental stp	tD	10
	3147	RUSSIAN	2008	386	006400B7	d·	vd dental stp	dD	10
	3148	RUSSIAN	2008	575	006B	k	vl velar stp	k	10
	3149	RUSSIAN	2008	439	0067	g	vd velar stp	g	10
	3150	RUSSIAN	2008	434	0066	f	vl labdent fricative	f	10
	3151	RUSSIAN	2008	888	0076	v	vd labdent fricative	v	10
	3152	RUSSIAN	2008	793	007300B7	s·	vl dental sib fricative	sD	10
	3153	RUSSIAN	2008	913	005A00B7	Z·	vd dental sib fricative	zD	10
	3154	RUSSIAN	2008	898	0078	x	vl velar fricative	x	10
	3155	RUSSIAN	2008	623	006D	m	vd bilabial nasal	m	10
	3156	RUSSIAN	2008	650	006E00B7	n·	vd dental nasal	nD!	10
	3157	RUSSIAN	2008	769	007200B7	r·	vd dental trill	rD	10
	3158	RUSSIAN	2008	770	007200B70135	r·ĵ	palzd vd dental trill	rDJ	10
	3159	RUSSIAN	2008	728	00700135	pĵ	palzd vl bilabial stp	pJ	10
	3160	RUSSIAN	2008	356	00620135	bĵ	palzd vd bilabial stp	bJ	10
	3161	RUSSIAN	2008	821	007400B70135	t·ĵ	palzd vl dental stp	tDJ	10
	3162	RUSSIAN	2008	391	006400B70135	d·ĵ	palzd vd dental stp	dDJ	10
	3163	RUSSIAN	2008	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	3164	RUSSIAN	2008	437	00660135	fĵ	palzd vl labdent fricative	fJ	10
	3165	RUSSIAN	2008	890	00760135	vĵ	palzd vd labdent fricative	vJ	10
	3166	RUSSIAN	2008	797	007300B70135	s·ĵ	palzd vl dental sib fricative	sDJ	10
	3167	RUSSIAN	2008	270	222B011D	∫ĝ	velzd vl postalveol sib fricative	S-	10
	3168	RUSSIAN	2008	294	007A011D	zĝ	velzd vd postalveol sib fricative	Z-	10
	3169	RUSSIAN	2008	627	006D0135	mĵ	palzd vd bilabial nasal	mJ	10
	3170	RUSSIAN	2008	651	006E00B70135	n·ĵ	palzd vd dental nasal	nD!J	10
	3171	RUSSIAN	2008	609	006C00B7011D	l·ĝ	velzd vd dental laterapprox	lD-	10
	3172	RUSSIAN	2008	613	006C00B70135	l·ĵ	palzd vd dental laterapprox	lDJ	10
	3173	RUSSIAN	2008	196	00E8	è	lomid front unrnd perif vowel	E!	10
	3174	RUSSIAN	2008	855	0075	u	high back rounded perif vowel	u	10
	3175	RUSSIAN	2008	570	006A	j	vd palatal approxi	j	10
	3176	RUSSIAN	2008	534	0069	i	high front unrnd perif vowel	i	10
	3177	RUSSIAN	2008	915	005A00B70135	Z·ĵ	palzd vd sib dental fricative	zDJ	10
	3178	RUSSIAN	2008	849	007400732015	ts―	vl alveolar sib affricate	ts	10
	3179	RUSSIAN	2008	239	004F	O	lomid back rounded perif vowel	O!	10
	3180	RUSSIAN	2008	301	0061	a	low central unrnd perif vowel	a	10
	3181	RUSSIAN	2008	580	006B0135	kĵ	palzd vl velar stp	kJ	10
	3182	BULGARIAN	2009	350	0062	b	vd bilabial stp	b	10
	3183	BULGARIAN	2009	439	0067	g	vd velar stp	g	10
	3184	BULGARIAN	2009	829	007400AF222B2015	t¯∫―	vl postalveol sib affricate	tS!	10
	3185	BULGARIAN	2009	434	0066	f	vl labdent fricative	f	10
	3186	BULGARIAN	2009	888	0076	v	vd labdent fricative	v	10
	3187	BULGARIAN	2009	266	222B	∫	vl postalveol sib fricative	S!	10
	3188	BULGARIAN	2009	293	007A	z	vd postalveol sib fricative	Z!	10
	3189	BULGARIAN	2009	898	0078	x	vl velar fricative	x	10
	3190	BULGARIAN	2009	623	006D	m	vd bilabial nasal	m	10
	3191	BULGARIAN	2009	356	00620135	bĵ	palzd vd bilabial stp	bJ	10
	3192	BULGARIAN	2009	437	00660135	fĵ	palzd vl labdent fricative	fJ	10
	3193	BULGARIAN	2009	890	00760135	vĵ	palzd vd labdent fricative	vJ	10
	3194	BULGARIAN	2009	627	006D0135	mĵ	palzd vd bilabial nasal	mJ	10
	3195	BULGARIAN	2009	534	0069	i	high front unrnd perif vowel	i	10
